R=20  K=20  area_points=1600  ESS_threshold=0.75  M_prop=20
N k algorithm success collapse mean_true_paired mean_PF bias abs_bias paired_MCSE
4000 20 A4_full 20 0 0.788123 1.025473 0.237350 0.237350 0.079659
4000 1 A5_empirical_optimal 20 0 0.981617 0.931441 -0.050177 0.050177 0.122614
4000 2 A5_empirical_optimal 20 0 1.315387 1.177842 -0.137545 0.137545 0.143267
4000 3 A5_empirical_optimal 20 0 0.834986 0.768930 -0.066055 0.066055 0.117079
4000 4 A5_empirical_optimal 20 0 1.329369 1.143630 -0.185739 0.185739 0.161225
4000 5 A5_empirical_optimal 20 0 1.173789 1.022492 -0.151297 0.151297 0.134733
4000 6 A5_empirical_optimal 20 0 0.859933 0.884525 0.024593 0.024593 0.113242
4000 7 A5_empirical_optimal 20 0 1.456614 1.426254 -0.030359 0.030359 0.227786
4000 8 A5_empirical_optimal 20 0 1.288735 1.252433 -0.036302 0.036302 0.125538
4000 9 A5_empirical_optimal 20 0 0.803225 0.893931 0.090706 0.090706 0.086654
4000 10 A5_empirical_optimal 20 0 1.245149 1.295560 0.050411 0.050411 0.067285
4000 11 A5_empirical_optimal 20 0 0.749634 0.751458 0.001824 0.001824 0.050673
4000 12 A5_empirical_optimal 20 0 0.890661 0.923027 0.032366 0.032366 0.086883
4000 13 A5_empirical_optimal 20 0 0.846449 1.078507 0.232058 0.232058 0.118351
4000 14 A5_empirical_optimal 20 0 1.057220 1.320959 0.263739 0.263739 0.097138
4000 15 A5_empirical_optimal 20 0 1.108700 1.377906 0.269206 0.269206 0.103290
4000 16 A5_empirical_optimal 20 0 1.359917 1.516520 0.156603 0.156603 0.170674
4000 17 A5_empirical_optimal 20 0 0.749903 0.972160 0.222257 0.222257 0.073544
4000 18 A5_empirical_optimal 20 0 1.076956 1.283915 0.206959 0.206959 0.052235
4000 19 A5_empirical_optimal 20 0 0.626364 0.847421 0.221057 0.221057 0.087025
4000 20 A5_empirical_optimal 20 0 0.788123 1.010593 0.222471 0.222471 0.086571
