R=500  K=20  area_points=1600  ESS_threshold=0.75  M_prop=20  statistic=C_post=|D(X_s_k^+)|
N k algorithm success collapse mean_true_paired mean_PF bias abs_bias paired_MCSE
1000 18 A5_empirical_optimal 500 0 27.101375 31.216391 4.115016 4.115016 0.418076
1000 19 A5_empirical_optimal 500 0 27.658250 32.091296 4.433046 4.433046 0.413316
1000 20 A5_empirical_optimal 500 0 28.010875 32.828922 4.818047 4.818047 0.414252
2000 1 A3_local 499 1 7.572270 7.622809 0.050539 0.050539 0.328418
2000 2 A3_local 499 1 10.484970 11.757683 1.272713 1.272713 0.346755
2000 3 A3_local 499 1 12.324900 14.473184 2.148284 2.148284 0.377207
2000 4 A3_local 499 1 14.372871 17.023417 2.650546 2.650546 0.426419
2000 5 A3_local 499 1 15.917460 19.472633 3.555173 3.555173 0.442672
2000 6 A3_local 499 1 17.111473 21.481752 4.370279 4.370279 0.458857
2000 7 A3_local 499 1 18.493111 23.594358 5.101247 5.101247 0.472312
2000 8 A3_local 499 1 19.781939 25.141518 5.359579 5.359579 0.484358
2000 9 A3_local 499 1 20.678106 26.465859 5.787753 5.787753 0.491474
2000 10 A3_local 499 1 21.330160 27.802586 6.472425 6.472425 0.488362
2000 11 A3_local 499 1 22.296969 29.103107 6.806138 6.806138 0.495035
2000 12 A3_local 499 1 23.052104 30.361771 7.309666 7.309666 0.495701
2000 13 A3_local 499 1 24.013778 31.538273 7.524495 7.524495 0.513948
2000 14 A3_local 499 1 24.859093 32.447653 7.588560 7.588560 0.509968
2000 15 A3_local 499 1 25.580286 33.668902 8.088617 8.088617 0.519026
2000 16 A3_local 499 1 26.380887 34.873616 8.492729 8.492729 0.532068
2000 17 A3_local 499 1 26.958292 35.843902 8.885611 8.885611 0.525842
2000 18 A3_local 499 1 27.120240 36.508242 9.388002 9.388002 0.534312
2000 19 A3_local 499 1 27.675852 37.385328 9.709477 9.709477 0.550712
2000 20 A3_local 499 1 28.031062 38.102122 10.071060 10.071060 0.536716
2000 1 A4_full 499 1 7.570892 7.416851 -0.154041 0.154041 0.276412
2000 2 A4_full 499 1 10.477956 10.892462 0.414506 0.414506 0.276897
2000 3 A4_full 499 1 12.316759 13.266703 0.949945 0.949945 0.298711
2000 4 A4_full 499 1 14.366483 15.549423 1.182940 1.182940 0.345859
2000 5 A4_full 499 1 15.913577 17.395433 1.481855 1.481855 0.361072
2000 6 A4_full 499 1 17.113727 19.022438 1.908711 1.908711 0.351820
2000 7 A4_full 499 1 18.441884 20.603014 2.161131 2.161131 0.365311
2000 8 A4_full 499 1 19.731839 21.829938 2.098099 2.098099 0.387543
2000 9 A4_full 499 1 20.627380 23.376939 2.749559 2.749559 0.396575
2000 10 A4_full 499 1 21.281939 24.525966 3.244027 3.244027 0.395998
2000 11 A4_full 499 1 22.245867 25.402779 3.156912 3.156912 0.400288
2000 12 A4_full 499 1 22.998873 26.559401 3.560529 3.560529 0.400755
2000 13 A4_full 499 1 23.965431 27.437660 3.472229 3.472229 0.408968
2000 14 A4_full 499 1 24.810245 28.626110 3.815865 3.815865 0.406869
2000 15 A4_full 499 1 25.526804 29.623576 4.096772 4.096772 0.416017
2000 16 A4_full 499 1 26.330912 30.536857 4.205945 4.205945 0.420027
2000 17 A4_full 499 1 26.898547 31.269509 4.370962 4.370962 0.407933
2000 18 A4_full 499 1 27.072019 31.911336 4.839317 4.839317 0.419511
2000 19 A4_full 499 1 27.637901 32.704740 5.066839 5.066839 0.426545
2000 20 A4_full 499 1 27.992234 33.449095 5.456861 5.456861 0.419998
2000 1 A5_empirical_optimal 500 0 7.563125 7.394190 -0.168935 0.168935 0.274055
2000 2 A5_empirical_optimal 500 0 10.475375 10.647542 0.172167 0.172167 0.270394
2000 3 A5_empirical_optimal 500 0 12.311500 12.904475 0.592975 0.592975 0.289131
2000 4 A5_empirical_optimal 500 0 14.357875 14.888486 0.530611 0.530611 0.343486
2000 5 A5_empirical_optimal 500 0 15.900750 16.563311 0.662561 0.662561 0.351299
2000 6 A5_empirical_optimal 500 0 17.101750 18.093876 0.992126 0.992126 0.344613
2000 7 A5_empirical_optimal 500 0 18.496875 19.539118 1.042243 1.042243 0.348521
2000 8 A5_empirical_optimal 500 0 19.784125 20.888184 1.104059 1.104059 0.371789
2000 9 A5_empirical_optimal 500 0 20.678125 22.243090 1.564965 1.564965 0.371106
2000 10 A5_empirical_optimal 500 0 21.331000 23.481302 2.150302 2.150302 0.379307
2000 11 A5_empirical_optimal 500 0 22.292000 24.532453 2.240453 2.240453 0.380195
2000 12 A5_empirical_optimal 500 0 23.043625 25.351828 2.308203 2.308203 0.379595
2000 13 A5_empirical_optimal 500 0 24.003875 26.185339 2.181464 2.181464 0.380099
2000 14 A5_empirical_optimal 500 0 24.845750 27.291855 2.446105 2.446105 0.381853
2000 15 A5_empirical_optimal 500 0 25.560625 28.208385 2.647760 2.647760 0.394167
2000 16 A5_empirical_optimal 500 0 26.362875 29.155692 2.792817 2.792817 0.416652
