R=500  K=20  area_points=1600  ESS_threshold=0.75  M_prop=20  statistic=C_post=|D(X_s_k^+)|
N k algorithm success collapse mean_true_paired mean_PF bias abs_bias paired_MCSE
4000 17 A4_full 499 1 26.930486 29.871070 2.940584 2.940584 0.406395
4000 18 A4_full 499 1 27.100326 30.483862 3.383537 3.383537 0.420713
4000 19 A4_full 499 1 27.689003 31.104623 3.415620 3.415620 0.420178
4000 20 A4_full 499 1 28.020165 31.761155 3.740990 3.740990 0.427319
4000 1 A5_empirical_optimal 500 0 7.563125 7.395227 -0.167898 0.167898 0.274555
4000 2 A5_empirical_optimal 500 0 10.475375 10.564318 0.088943 0.088943 0.267671
4000 3 A5_empirical_optimal 500 0 12.311500 12.872778 0.561278 0.561278 0.283378
4000 4 A5_empirical_optimal 500 0 14.357875 14.847797 0.489922 0.489922 0.338103
4000 5 A5_empirical_optimal 500 0 15.900750 16.373914 0.473164 0.473164 0.345579
4000 6 A5_empirical_optimal 500 0 17.101750 17.862678 0.760928 0.760928 0.340582
4000 7 A5_empirical_optimal 500 0 18.496875 19.185963 0.689088 0.689088 0.346203
4000 8 A5_empirical_optimal 500 0 19.784125 20.324349 0.540224 0.540224 0.362570
4000 9 A5_empirical_optimal 500 0 20.678125 21.658244 0.980119 0.980119 0.365555
4000 10 A5_empirical_optimal 500 0 21.331000 22.685229 1.354229 1.354229 0.372941
4000 11 A5_empirical_optimal 500 0 22.292000 23.606235 1.314235 1.314235 0.371408
4000 12 A5_empirical_optimal 500 0 23.043625 24.492725 1.449100 1.449100 0.365269
4000 13 A5_empirical_optimal 500 0 24.003875 25.358527 1.354652 1.354652 0.392063
4000 14 A5_empirical_optimal 500 0 24.845750 26.260173 1.414423 1.414423 0.396199
4000 15 A5_empirical_optimal 500 0 25.560625 27.002011 1.441386 1.441386 0.391731
4000 16 A5_empirical_optimal 500 0 26.362875 28.067061 1.704186 1.704186 0.409033
4000 17 A5_empirical_optimal 500 0 26.928625 28.780057 1.851432 1.851432 0.396810
4000 18 A5_empirical_optimal 500 0 27.101375 29.716369 2.614994 2.614994 0.395621
4000 19 A5_empirical_optimal 500 0 27.658250 30.443463 2.785213 2.785213 0.399620
4000 20 A5_empirical_optimal 500 0 28.010875 30.886807 2.875932 2.875932 0.395591
